2022년 4월  업무추진비 사용내역,,,,,,,,,
,,,,,,,,,
,,,,,,,,,  (단위 : 원)
연번,사용자,사용일,시간,장소,집행목적,대상인원수,금액,결제방법,비목
8,담당자,2022-04-01,14:20:51,（주）이마트목동점,양천디지털미디어센터 영상 관계 내방객용 다과,다과,"87,220 ",법인카드,시책
9,담당자,2022-04-01,14:37:57,세계과자　할인점,양천디지털미디어센터 영상 관계 내방객용 다과,다과,"22,500 ",법인카드,시책
30,담당자,2022-04-01,12:08:30,시루사랑신정점,양천TV 지혜로운 양천 촬영 관계자 간담회,3인,"44,500 ",제로페이,시책
15,언론팀장,2022-04-04,12:34:35,우리네코다리,장애청소년 상해단체보험 가입 지원 등 구정홍보 간담회,8인,"116,000 ",법인카드,시책
1,홍보과장,2022-04-05,12:08:09,해까득　목동점,식목일 나무심기 행사 홍보 등 구정홍보 간담회,5인,"48,000 ",법인카드,시책
2,홍보과장,2022-04-06,12:18:35,해까득　목동점,청년 취업연계 프로그램 홍보 간담회,4인,"35,500 ",법인카드,시책
16,언론팀장,2022-04-08,20:16:36,영산강　민물장어,정원도시 양천 공원의 친구들 BI 제작 홍보 간담회,8인,"215,000 ",법인카드,시책
10,담당자,2022-04-11,12:35:06,목동일도씨닭갈비,양천TV 유튜브 둘레길 콘텐츠 촬영 관계자 간담회,5인,"74,000 ",법인카드,시책
17,언론팀장,2022-04-11,20:02:48,장성,재건축 사업 등 현안 구정정책 홍보 인터뷰 간담회,10인,"265,000 ",법인카드,시책
3,홍보과장,2022-04-12,12:49:57,빵카페　목동점　１,구정 홍보 촬영 및 취재 지원 직원 격려 다과,5인,"20,000 ",법인카드,기관
11,담당자,2022-04-12,19:36:49,김가네（양천구청점）,2022년 5월호 양천구 소식지 제작 기획회의,10인,"110,000 ",법인카드,시책
18,언론팀장,2022-04-12,12:45:31,육대장양천구청점,신정산 둘레길 개통식 홍보 간담회,5인,"50,000 ",법인카드,시책
19,담당자,2022-04-12,15:54:10,ＳＳＧ．ＣＯＭ,구정홍보실 운영 및 내방객용 다과,다과,"98,150 ",법인카드,시책
20,언론팀장,2022-04-14,12:20:26,선식당　목동점,사회안전지수 평가 및 주요정책 홍보 간담회,7인,"78,100 ",법인카드,시책
29,담당자,2022-04-14,11:54:02,마싯는끼니 목동직영점,양천TV 기획영상 촬영 관계자 간담회,7인,"100,000 ",제로페이,시책
12,담당자,2022-04-15,11:28:44,맥도날드신월ＤＴ점,양천TV 기획영상 제작 추진 간담회,7인,"50,500 ",법인카드,시책
31,담당자,2022-04-15,13:15:44,만복림 시청점,침수 우려 가구 침수방지시설 실치 점검 지원 홍보 간담회,10인,"290,000 ",제로페이,시책
4,홍보과장,2022-04-18,21:54:19,백락,어린이공원 스마트 공원등 설치 홍보 간담회,5인,"92,000 ",법인카드,시책
21,언론팀장,2022-04-18,12:19:50,대복,침수방지시설 설치 점검 무상 지원 홍보 간담회,4인,"52,000 ",법인카드,시책
22,언론팀장,2022-04-19,12:21:07,전통삼계탕,비체나라 페스티벌 공모 사진 전시회 홍보 간담회,7인,"84,000 ",법인카드,시책
23,언론팀장,2022-04-19,20:20:15,막걸리촌,코로나19 영문 격리해제확인서 발급 홍보 간담회,4인,"88,000 ",법인카드,시책
24,언론팀장,2022-04-20,12:06:45,장독대김치찌개,청년 취업 두드림 사업 홍보 간담회,3인,"36,000 ",법인카드,시책
25,언론팀장,2022-04-20,20:41:54,무등산,공금횡령 및 회계부정 차단 시스템 구축 홍보 간담회,6인,"140,000 ",법인카드,시책
26,언론팀장,2022-04-22,12:29:12,장수생고기,한불수교 100주년 기념 파리공원 재개장식 홍보 간담회,12인,"271,000 ",법인카드,시책
5,홍보과장,2022-04-25,12:34:43,우리네코다리,건강진단결과서 발급 업무 재개 홍보 간담회,8인,"109,000 ",법인카드,시책
6,홍보과장,2022-04-26,12:38:32,해조활어회,어린이날 대축제 개최 홍보 간담회,6인,"110,000 ",법인카드,시책
13,담당자,2022-04-26,18:09:30,장수생고기,노후주택 집수리 비용 지원 홍보 간담회,10인,"260,000 ",법인카드,시책
28,담당자,2022-04-26,12:10:19,봉평메밀막국수,2022년 5월호 양천구소식지 배부점검 관계자 식사,6인,"94,000 ",제로페이,시책
7,홍보과장,2022-04-27,12:03:51,고씨네,용왕산 작은책쉼터 개관 등 구정홍보 간담회,3인,"29,000 ",법인카드,시책
14,담당자,2022-04-27,21:36:36,장수생고기,목동깨비시장 개관 홍보 간담회,11인,"294,000 ",법인카드,시책
32,담당자,2022-04-28,12:44:04,두성전주콩나물국밥,기획영상 제작 추진 간담회,8인,"75,000 ",제로페이,시책
27,담당자,2022-04-29,09:46:53,ＳＳＧ．ＣＯＭ,구정홍보실 운영 및 내방객용 다과,다과,"97,004 ",법인카드,시책
33,담당자,2022-04-29,12:22:31,살구나무집칼국수,양천TV 기획영상 제작 관련 업무협의,8인,"77,000 ",제로페이,시책
,,,,,,,,,
