"( 기획재정국, 기획예산과 ) 업무추진비 집행내역 ( 2022.  6월 )",,,,,,,,
연번,사용자,일시,장소,집행목적,대상 인원수,금액,결제방법,비목
19,민간위탁 담당 주무관,2022.06.07.18:59:23,왕쓰브,민간위탁 개선 관련 업무 협의,5,"64,000",신용카드,시책
20,특교 담당 주무관,2022.06.08.11:57:33,쵸이양식,특교 사업 추진상황 점검 간담회,4,"51,000",제로페이,시책
21,혁신경영지원팀장,2022.06.08.12:00:42,스시현,재단 경영실적평가 일정 조율 및 관련 내용 협의,3,"35,000",신용카드,시책
22,기획예산과장,2022.06.08.12:11:17,고려한방삼계탕,공공데이터플랫폼 운영 관련 업무추진,6,"90,000",제로페이,시책
23,기획팀장,2022.06.08.12:13:51,성신초밥,민선8기 과제체계 수립 관련 업무,4,"41,000",신용카드,시책
24,통계업무담당,2022.06.08.12:16:22,파도의숲,공공데이터플랫폼 운영 관련 업무추진,5,"22,500",제로페이,시책
25,학술연구용역 담당 주무관,2022.06.08.22:54:50,어거스티59,하반기 학술연구용역심의위원회 운영 관련 업무 협의,4,"50,000",신용카드,시책
26,법제통계팀장,2022.06.09.12:03:54,오늘김밥,마을기록화 사업 업무관련 협의,7,"66,000",제로페이,시책
27,혁신경영지원팀장,2022.06.09.12:05:44,해송,공단내 비정규직 채용 관련 협의,4,"52,000",제로페이,시책
28,통계 담당 주무관,2022.06.09.12:05:53,듀오커피,주민기록단 운영 관련 업무추진,6,"40,000",제로페이,시책
29,예산팀장,2022.06.09.12:23:08,다라온,투자심사 사업 추진 현황 점검 업무회의,5,"19,500",신용카드,시책
30,기획재정국장,2022.06.09.19:53:16,백두산양꼬치,지적 분야 민원편의 제고 신규 사업 발굴 관련 업무,9,"260,000",신용카드,시책
31,미래성북데이 담당 주무관,2022.06.09.19:55:10,카르페디엠,제5회 미래성북데이 운영 관련 업무협의,4,"50,800",신용카드,시책
32,동북4구 담당 주무관,2022.06.09.19:55:10,보문골,민선8기 대비 동북4구 발전을 위한 사업 발굴 관련 업무,5,"71,000",신용카드,시책
33,기획재정국장,2022.06.10.12:04:56,조비스그릴,대외재정 확보 관련 간담회,5,"75,000",제로페이,시책
34,신속집행 담당 주무관,2022.06.10.12:07:24,일상,2분기 소비투자 집행 관련 간담회,5,"31,500",신용카드,시책
35,자치분권 담당 주무관,2022.06.10.12:14:41,저스트텐동,자치분권협의회 신규 구성 관련 업무협의,4,"32,700",신용카드,시책
36,자치분권 담당 주무관,2022.06.10.12:17:57,카페엘리,자치분권협의회 신규 구성 관련 업무협의,4,"15,500",신용카드,시책
37,기획예산과장,2022.06.10.20:38:32,이흥선참치,민선8기 주요 공약사업 검토 보고회 관련 업무,4,"100,000",신용카드,시책
38,예산팀장,2022.06.13.11:53:32,카페 위로한모금,특교 사업 추진상황 점검 간담회,9,"80,000",제로페이,시책
39,동북4구 담당 주무관,2022.06.13.12:00:40,웰컴커피,민선8기 대비 동북4구 발전을 위한 사업 발굴 관련 업무,5,"18,500",제로페이,시책
40,기획재정국장,2022.06.13.12:08:17,장원산꽃게,공공시설 관리시스템 구축 관련 업무협의,6,"162,000",신용카드,시책
41,미래성북팀장,2022.06.13.12:13,포스트빈컴퍼니,가용부지 활용 관련 유관부서 협의,8,"28,900",신용카드,시책
42,편성 총괄 주무관,2022.06.13.12:29:49,샌드위치하우스,특교 사업 회의 관련 간식 구입,12,"100,000",제로페이,시책
43,법제 담당 주무관,2022.06.13.13:19:09,파리바게뜨,무료법률상담 업무 관련 업무추진,2,"11,000",제로페이,시책
44,기획예산과장,2022.06.13.19:36:26,황해옥,민선8기 공약사업 검토 관련 업무,4,"59,000",신용카드,시책
45,기획팀장,2022.06.14.12:03:56,마늘과올리브,2022 하반기 성과관리 관련 업무,6,"89,000",신용카드,시책
46,특교 담당 주무관,2022.06.14.12:06:50,소일,특교 사업 추진상황 점검 업무ㅚ의,12,"100,000",신용카드,시책
47,편성 총괄 주무관,2022.06.14.16:25:43,투썸플레이스,대규모 투자사업 추진 점검 간담회,5,"38,000",신용카드,시책
48,예산팀장,2022.06.14.19:08:43,히스토리,국시비 주요사업 추진 관련 간담회,5,"77,000",신용카드,시책
49,기획재정국장,2022.06.15.12:06:19,어머니대성집,민선8기 주요 공약사업 검토 보고회 준비 업무,4,"83,000",신용카드,시책
50,기획재정국장,2022.06.15.12:06:56,커피에반하다,민선8기 주요 공약사업 검토 보고회 준비 업무,4,"11,500",신용카드,시책
51,편성 총괄 주무관,2022.06.15.12:15:12,언앨리셰프,제2차 추경 편성 관련 업무회의,4,"40,300",제로페이,시책
52,신속집행 담당 주무관,2022.06.16.12:18:39,옛날불고기,상반기 신속집행 추진 관련 업무회의,4,"56,000",제로페이,시책
53,예산팀장,2022.06.16.12:24:15,성신초밥,대외재정 확보 관련 간담회,3,"33,000",신용카드,시책
54,기획재정국장,2022.06.17.12:24:44,히스토리,마을기록화 사업 업무관련 협의,6,"91,000",제로페이,시책
55,법제통계팀장,2022.06.17.12:29:45,카페구월,마을기록화 사업 업무관련 협의,4,"20,500",제로페이,시책
56,혁신경영지원팀장,2022.06.17.12:42:04,보성장,공단 회계감사인 선정 관련 업무추진,3,"31,000",신용카드,시책
57,기획예산과장,2022.06.17.19:48:35,귀한족발,2022 하반기 성과관리 관련 업무,5,"112,000",신용카드,시책
58,혁신경영지원팀장,2022.06.20.12:00:09,명동칼국수,재단 비상임이사 연임 관련 협의,3,"30,000",제로페이,시책
59,기획팀장,2022.06.20.12:03:22,성신초밥,우수행정 인센티브 관련 업무 협의,4,"48,000",신용카드,시책
60,편성 총괄 주무관,2022.06.20.12:14:48,하루,국시비 주요사업 추진 관련 간담회,5,"21,400",제로페이,시책
61,공약 담당 주무관,2022.06.20.21:54:49,문치킨,공약사업 보고회 자료 준비 업무,5,"47,500",신용카드,시책
62,미래성북데이 담당 주무관,2022.06.21.11:17:16,위로한모금,2022 하반기 미래성북데이 운영 관련 업무,4,"15,200",신용카드,시책
63,기획예산과장,2022.06.21.11:58:37,성신초밥,투자심사 사업 추진 현황 점검 업무회의,6,"66,000",제로페이,시책
64,법제통계팀장,2022.06.21.12:02:19,현참치,광업제조업조사 관련 업무추진,6,"50,000",제로페이,시책
65,보조금 담당 주무관,2022.06.21.12:03:45,어테이블 성신여대점,보조금 관리 매뉴얼 제작 업무협의,5,"29,200",신용카드,시책
66,법제통계팀장,2022.06.21.12:05:27,파도의숲,광업제조업조사 관련 업무추진,5,"19,000",제로페이,시책
67,법제통계팀장,2022.06.21.13:33:15,델리성북,광업제조업조사 관련 업무추진,7,"90,000",제로페이,시책
68,특교 담당 주무관,2022.06.21.19:51:22,우토,특교 사업 회의 관련 간식 구입,7,"155,000",신용카드,시책
69,기획예산과장,2022.06.22.11:55:37,명동칼국수,공공데이터플랫폼 운영 관련 업무추진,7,"51,000",제로페이,시책
70,통계 담당 주무관,2022.06.22.12:06:58,위로 한모금,공공데이터플랫폼 운영 관련 업무추진,6,"55,000",제로페이,시책
71,기획재정국장,2022.06.22.12:08:13,손국수집,민선8기 주요 공약사업 관련 업무협의,4,"65,000",신용카드,시책
72,예산 총괄 담당 주무관,2022.06.22.12:08:44,스타벅스,상반기 신속집행 추진 관련 업무회의,4,"21,800",신용카드,시책
73,기획재정국장,2022.06.22.12:09:19,소마,지적 분야 민원편의 제고 신규 사업 발굴 관련 업무,4,"21,500",신용카드,시책
74,신규정책 담당주무관,2022.06.22.12:14:58,성신초밥,신규정책 검토 관련 관계자 회의,3,"33,000",신용카드,시책
75,자치분권 담당 주무관,2022.06.22.19:56:55,왕쓰브,자치분권 활성화 분야 발굴 업무,5,"60,000",신용카드,시책
76,기획예산과장,2022.06.22.20:41:28,미삼참치,특교 사업 추진상황 점검 간담회,7,"170,000",신용카드,시책
77,법제 담당 주무관,2022.06.23.11:45:58,돈시락,자치법규 정비 관련 업무추진,5,"45,000",제로페이,시책
78,법제 담당 주무관,2022.06.23.11:47:56,웰컴카페,자치법규 정비 관련 업무추진,5,"50,000",제로페이,시책
79,혁신경영지원팀장,2022.06.23.12:03:59,성신초밥,재단 정규직 및 기간직 채용계획 협의,3,"33,000",제로페이,시책
80,과제체계 담당 주무관,2022.06.23.20:17:43,영석이네,민선8기 주요 과제 발굴 관련 업무,5,"120,000",신용카드,시책
81,공약 담당 주무관,2022.06.23.22:08:14,뉴멕시칸,공약사업 보고회 자료 준비 업무,5,"60,000",신용카드,시책
82,법제 담당 주무관,2022.06.24.11:45:21,혜화면옥,법률자문업무 관련 업무추진,5,"83,000",제로페이,시책
83,팀 서무 담당 주무관,2022.06.24.12:21:21,다라온,제2차 추경 편성 관련 업무회의,4,"19,000",신용카드,시책
84,기획예산과장,2022.06.24.19:16:34,약주터,대외재정 확보 관련 간담회,6,"70,000",신용카드,시책
85,기획재정국장,2022.06.24.20:42:09,강원축산,공공시설 관리시스템 구축 관련 업무협의,4,"100,000",신용카드,시책
86,기획예산과장,2022.06.24.20:49:07,장어세상,우수행정 발굴 및 과제 연계를 위한 업무협의,9,"247,000",신용카드,시책
87,기획재정국장,2022.06.27.12:07:05,천촌,한예종 이전 대책 및 공공시설 관리시스템 구축 관련 업무협의,5,"75,000",신용카드,시책
88,공공시설 담당주무관,2022.06.27.12:11:35,투썸플레이스,공공시설 지원시스템 자료협조 관련 유관부서 협의,3,"13,500",신용카드,시책
89,기획팀장,2022.06.27.12:12:15,녕화식당,"2022 하반기 공모사업, 외부평가 준비 관련 업무협의",7,"119,000",신용카드,시책
90,기획예산과장,2022.06.27.19:47:26,마포왕소금구이,민선8기 주요 공약사업 검토 보고회 준비 업무,3,"63,000",신용카드,시책
91,기획예산과장,2022.06.28.11:40:25,밀양,민선8기 동북4구 행정협의회 운영 관련 업무 협의,3,"54,000",신용카드,시책
92,법제통계팀장,2022.06.28.12:17:40,비나케이크,광업제조업조사 관련 업무추진,7,"32,500",제로페이,시책
93,기획재정국장,2022.06.28.12:12:14,선우,민선8기 출범 100일 계획 관련 업무,4,"40,000",신용카드,시책
94,법제통계팀장,2022.06.28.12:14:50,제주고깃집,광업제조업조사 관련 업무추진,7,"67,000",제로페이,시책
95,기금 담당 주무관,2022.06.28.12:16:06,카페어거스티,기금 성과분석 관련 업무회의,6,"33,000",신용카드,시책
96,기획팀장,2022.06.28.12:20:28,금왕돈가스,공약사업 보고회 관련 업무협의,6,"78,000",신용카드,시책
97,기획팀장,2022.06.28.12:21:46,이오육,공약사업 보고회 관련 업무협의,6,"38,500",신용카드,시책
98,기획팀장,2022.06.28.19:55:19,영석이네,신규 과제 발굴 및 하반기 성과관리 개선 협의,5,"126,000",신용카드,시책
99,기획재정국장,2022.06.28.20:29:08,홍어천국,국 소속 민원부서 대상 민원 편의증진을 위한 새책 발굴 관련 업무,13,"370,000",신용카드,시책
100,동북4구 담당 주무관,2022.06.28.21:35:10,뉴멕시칸,민선8기 동북4구 발전을 위한 신규사업 발굴 관련 업무협의,5,"78,000",신용카드,시책
101,자치분권 담당 주무관,2022.06.28.22:45:28,황해옥,자치분권 관련 시군구 특례발굴 업무협의,4,"37,000",신용카드,시책
102,기획재정국장,2022.06.29.11:54:22,일흥,민선8기 국 소관 공약사업 추진 업무협의,3,"21,000",신용카드,시책
103,과제체계 담당 주무관,2022.06.29.11:57:19,비나케이크,민선8기 공약사업 연계 하반기 과제체계 개선 관련 업무,4,"19,000",신용카드,시책
104,기획예산과장,2022.06.29.12:10:12,해송,공공데이터플랫폼 운영 관련 업무추진,7,"91,000",제로페이,시책
105,예산팀장,2022.06.29.12:22:30,서도바지락칼국수,대규모 투자사업 추진 점검 간담회,6,"57,000",신용카드,시책
106,예산팀장,2022.06.29.20:11:39,그집밥,국시비 주요사업 추진 관련 간담회,10,"181,000",제로페이,시책
107,기획예산과장,2022.06.30.11:56:03,춘향골남원추어탕,효율적인 공재단 운영 관련 업무추진,8,"97,000",신용카드,시책
108,기획재정국장,2022.06.30.11:59:03,파도의 숲,공공시설 관리시스템 구축 관련 업무추진,3,"30,500",신용카드,시책
109,법제담당,2022.06.30.12:06:34,명동칼국수,자치법규 정비 관련 업무추진,6,"42,000",제로페이,시책
110,투심 담당 주무관,2022.06.30.12:09:01,하루,투자심사 사업 추진 현황 점검 업무회의,3,"15,900",제로페이,시책
111,법제담당,2022.06.30.12:10:26,월켐카페,자치법규 정비 관련 업무추진,7,"60,000",제로페이,시책
112,특교 담당 주무관,2022.06.30.19:46:42,왕쓰브,특교 사업 추진상황 점검 간담회,8,"96,000",신용카드,시책
113,혁신경영지원팀장,2022.06.30.19:56:53,보문골,공재단 신규채용 등 업무협의,6,"73,000",신용카드,시책
114,기획재정국장,2022.06.30.20:28:22,백두한우곱창,민선8기 주요 공약사업 관련 업무추진,7,"135,000",신용카드,시책
115,혁신경영지원팀장,2022.06.30.21:38:45,카르페디엠,공재단 신규채용 등 업무협의,6,"94,200",신용카드,시책
계,,,,,,"7,588,070",,
