"( 기획재정국, 기획예산과 ) 업무추진비 집행내역 ( 2022.  9월 )",,,,,,,,
연번,사용자,일시,장소,집행목적,대상 인원수,금액,결제방법,비목
18,중기지방재정계획 담당 주무관,2022.09.05.19:10:06,써브웨이,2023~2027 중기지방재정계획 수립 관련 업무추진,11,"77,300",신용카드,시책
19,기획재정국장,2022.09.05.22:23:39,강원축산,구정 주요사업 발굴 관련 업무추진,12,"263,000",신용카드,시책
20,공공시설 관리체계 담당 주무관,2022.09.06.10:00:07,크림탑커피,공공시설 전산시스템 자문회의 관련 업무추진,7,"21,000",신용카드,시책
21,기획예산과장,2022.09.06.12:26:31,만복식당,2023년 국시비 예산 확보 관련 업무추진,6,"62,000",신용카드,시책
22,공재단 담당 주무관,2022.09.06.12:42:13,언앨리셰프,공재단 총인건비 인상률 관련 업무추진,3,"35,300",제로페이,시책
23,공공시설 관리체계 담당 주무관,2022.09.06.12:44:16,유황오리 해물아구찜탕,공공시설 전산시스템 자문회의 관련 업무추진,5,"81,000",신용카드,시책
24,공공시설 관리체계 담당 주무관,2022.09.06.12:46:10,구월,공공시설 전산시스템 자문회의 관련 업무추진,5,"22,500",신용카드,시책
25,기획예산과장,2022.09.06.19:04:29,가부,대외재정 확보 관련 업무추진,6,"190,500",신용카드,시책
26,재단 담당 주무관,2022.09.07.11:39:10,식자재마트,재단 경평 용역 최종보고회 관련 업무추진,15,"25,000",제로페이,시책
27,기금 담당 주무관,2022.09.07.12:11:54,이태리총각,2023년 기금운용계획 수립 관련 업무추진,6,"78,000",신용카드,시책
28,기획재정국장,2022.09.07.12:15:28,동우정,구의회 임시회 관련 업무추진,5,"71,000",신용카드,기관
29,기획재정국장,2022.09.07.12:17:42,와플앨리,구의회 임시회 관련 업무추진,5,"25,800",신용카드,기관
30,기획재정국장,2022.09.07.20:41:15,그집밥,대외재정 확보 관련 업무추진,17,"392,000",신용카드,시책
31,예산총괄 담당 주무관,2022.09.07.22:25:46,어반카츠앤펍,2023~2027 중기지방재정계획 수립 관련 업무추진,6,"129,000",신용카드,시책
32,법제통계팀장,2022.09.08.12:04:36,서도바지락칼국수,마을기록화 사업 관련 업무추진,5,"36,000",제로페이,시책
33,기획재정국장,2022.09.08.12:06:40,강원축산,2023년 조정교부금 관련 업무추진,13,"258,000",신용카드,시책
34,예산 총괄 담당 주무관,2022.09.08.12:14:32,비에스유통,2023년 본예산 편성 관련 업무추진,15,"394,940",신용카드,시책
35,기획예산과장,2022.09.08.12:35:31,이드에비뉴,시구 공동협력사업 검토 관련 업무추진,3,"15,600",신용카드,시책
36,예산팀장,2022.09.08.20:30:19,뽀르께노스페니쉬,2023~2027 중기지방재정계획 수립 관련 업무추진,8,"107,000",신용카드,시책
37,기획재정국장,2022.09.13.,세무1과,직원 경조사비,1,"50,000",현금,기관
38,중기지방재정계획 담당 주무관,2022.09.13.12:14:22,정가네식육식당,2023~2027 중기지방재정계획 수립 관련 업무추진,5,"71,000",신용카드,시책
39,기획예산과장,2022.09.13.12:46:45,현참치,주요사업 및 민생 현장방문 관련 업무추진,7,"140,000",신용카드,시책
40,대외재정 담당 주무관,2022.09.13.19:01:46,돈시락,특별조정교부금 확보 관련 업무추진,6,"74,000",신용카드,시책
41,중기지방재정계획 담당 주무관,2022.09.13.21:21:16,쿠팡㈜,2023~2027 중기지방재정계획 수립 관련 업무추진,12,"71,400",신용카드,시책
42,기획예산과장,2022.09.14.10:16:12,커피로드,과제 평가 개선방안 마련 관련 업무추진,3,"11,000",신용카드,시책
43,예산팀장,2022.09.14.12:03:19,성신초밥,2023~2027 중기지방재정계획 수립 관련 업무추진,6,"68,000",신용카드,시책
44,기획예산과장,2022.09.14.12:14:54,제주고깃집,통계조사 지원 관련 업무추진,6,"50,000",제로페이,시책
45,공약 담당 주무관,2022.09.14.12:17:16,쎄오쎄오,공약관리 규칙 개정 관련 업무추진,5,"38,500",제로페이,시책
46,기획예산과장,2022.09.14.12:19:40,커피내림,주민배심원단 구성 관련 업무추진,4,"27,500",신용카드,시책
47,공약 담당 주무관,2022.09.14.16:31:20,비나케이크,공약관리 규칙 개정 관련 업무추진,5,"35,000",제로페이,시책
48,기획예산과장,2022.09.14.20:14:48,흑도담,서울시 조정교부금 확보 관련 업무추진,10,"143,000",신용카드,시책
49,기획예산과장,2022.09.14.16:10:28,씨제이푸드빌,대외재정 확보 관련 업무추진,15,"297,000",신용카드,시책
50,예산팀장,2022.09.15.12:11:18,포앤시드니,특별교부세 확보 관련 업무추진,11,"115,000",신용카드,시책
51,재단 담당 주무관,2022.09.15.12:27:11,카페위로한모금,재단 예산(안) 및 추경 관련 업무추진,5,"66,300",제로페이,시책
52,통계담당 주무관,2022.09.15.13:55:21,델리성북,통계연보 제작 관련 업무추진,7,"90,000",제로페이,시책
53,예산팀장,2022.09.15.14:46:19,네이버파이낸셜,2023~2027 중기지방재정계획 수립 관련 업무추진,15,"53,740",신용카드,시책
54,기획팀장,2022.09.15.14:52:06,소일,주요사업 및 민생 현장방문 관련 업무추진,15,"100,000",신용카드,시책
55,예산팀장,2022.09.15.19:47:54,더하녹,대외재정 확보 관련 업무추진,5,"97,000",신용카드,시책
56,과제관리 담당 주무관,2022.09.16.11:22:30,맥도날드,미래성북과제 추진 현황 확인 관련 업무추진,5,"26,500",신용카드,시책
57,기획팀장,2022.09.16.11:59:37,김영희동태찜,2023 구정 신규과제 발굴 관련 업무추진,6,"110,000",신용카드,시책
58,기획팀장,2022.09.16.12:00:46,텀브커피,2023 구정 신규과제 발굴 관련 업무추진,6,"19,300",신용카드,시책
59,기획팀장,2022.09.16.15:23:07,송사부고로케,주요사업 및 민생 현장방문 관련 업무추진,4,"8,100",신용카드,시책
60,과제관리 담당 주무관,2022.09.16.18:18:56,코리안슟불바베큐,과제 평가 개선방안 마련 관련 업무추진,5,"104,000",신용카드,시책
61,공공시설 관리체계 담당 주무관,2022.09.19.11:55:59,행복한밥상,공공시설 관리체계 구축 관련 업무추진,4,"48,000",신용카드,시책
62,공공시설 관리체계 담당 주무관,2022.09.19.12:02:21,까쉬,공공시설 관리체계 구축 관련 업무추진,4,"21,100",신용카드,시책
63,기획예산과장,2022.09.19.12:18:29,동선식당,미래성북과제 추진 현황 확인 관련 업무추진,8,"129,000",신용카드,시책
64,기획예산과장,2022.09.19.12:20:54,카페진,미래성북과제 추진 현황 확인 관련 업무추진,8,"27,000",신용카드,시책
65,대외재정담당 주무관,2022.09.19.19:37:50,충만치킨,대외재정 확보 관련 업무추진,3,"35,500",신용카드,시책
66,법제통계팀장,2022.09.20.12:02:53,성북손두부,마을기록화 사업 관련 업무추진,6,"60,000",제로페이,시책
67,기획예산과장,2022.09.20.12:17:50,녕화식당,대외재정 확보 관련 업무추진,9,"170,000",신용카드,시책
68,청사 기금 담당 주무관,2022.09.20.15:01:53,그집밥,공용청사 기금 운용 관련 업무추진,12,"250,000",제로페이,시책
69,대외재정 담당 주무관,2022.09.20.15:07:15,카르페디엠,특별조정교부금 관련 업무추진,10,"75,300",신용카드,시책
70,마을기록담당 주무관,2022.09.20.18:25:12,포케박스,주민기록단 운영 관련 업무추진,3,"18,400",제로페이,시책
71,기획팀장,2022.09.20.19:13:10,에그드랍,주요사업 및 민생 현장방문 관련 업무추진,5,"19,800",신용카드,시책
72,예산팀장,2022.09.20.19:39:00,수아당,2023~2027 중기지방재정계획 수립 관련 업무추진,3,"37,000",신용카드,시책
73,기획예산과장,2022.09.20.20:05:56,만복식당,2023 주요업무계획 수립 관련 업무추진,8,"113,000",신용카드,시책
74,과제관리 담당 주무관,2022.09.21.11:37:49,카페럭키바,신규과제 발굴 관련 업무추진,5,"34,900",신용카드,시책
75,중기지방재정계획 담당 주무관,2022.09.21.12:25:22,오잠봉,2023~2027 중기지방재정계획 수립 관련 업무추진,4,"59,500",신용카드,시책
76,기획팀장,2022.09.21.20:07:41,크림탑커피,주요사업 및 민생 현장방문 관련 업무추진,3,"16,500",신용카드,시책
77,기획예산과장,2022.09.21.20:09:39,흑도담,국시비 확보 관련 업무추진,21,"438,000",신용카드,시책
78,기금 담당 주무관,2022.09.21.22:19:23,코젤다크하우스,2023년 기금운용계획 수립 관련 업무추진,10,"199,700",신용카드,시책
79,보조금 담당 주무관,2022.09.22.12:05:45,한우설렁탕,2023년 지방보조금 편성 관련 업무추진,4,"40,000",신용카드,시책
80,기획예산과장,2022.09.22.12:06:57,성북동면옥,서울시 특별조정교부금 확보 관련 업무추진,6,"126,000",신용카드,시책
81,재단 담당 주무관,2022.09.22.12:09:08,해송,재단 총인건비 인상률 결정 등 업무추진,4,"45,000",제로페이,시책
82,기획예산과장,2022.09.22.12:11:20,성북동빵공장,서울시 특별조정교부금 확보 관련 업무추진,6,"54,000",신용카드,시책
83,기획재정국장,2022.09.22.19:28:04,해향,특별교부세 확보 관련 업무추진,10,"202,000",신용카드,시책
84,기획재정국장,2022.09.23.,경조사비,직원 경조사비,1,"50,000",현금,기관
85,기획예산과장,2022.09.23.11:44:36,보배반점,대외재정 확보 관련 업무추진,12,"292,000",신용카드,시책
86,재단 담당 주무관,2022.09.23.11:58:53,옛날불고기,공재단 총인건비 인상률 결정 등 업무추진,4,"60,000",제로페이,시책
87,재단 담당 주무관,2022.09.23.12:03:40,구월,재단 예산(안) 협의 관련 업무추진,4,"18,000",제로페이,시책
88,기획예산과장,2022.09.23.12:06:47,키작은 아저씨,국시비 확보 관련 업무추진,4,"59,000",신용카드,시책
89,대외재정 담당 주무관,2022.09.23.16:22:40,쿠팡㈜,재난안전 특별교부세 집행점검 업무추진,20,"105,810",신용카드,시책
90,기획예산과장,2022.09.24.12:11:31,까쉬,주민배심원단 구성 관련 업무추진,4,"17,340",신용카드,시책
91,세입담당 주무관,2022.09.26.11:00:02,네이버파이낸셜,2023년 일반조정교부금 세입추계 관련 업무추진,22,"125,000",신용카드,시책
92,기획재정국장,2022.09.26.11:53:17,삼홍,2023 주요업무계획 신규사업 발굴 관련 업무추진,5,"71,000",신용카드,시책
93,기획예산과장,2022.09.26.11:54:05,크레이지웍,국시비 보조율 제도개선 관련 업무추진,7,"103,000",신용카드,시책
94,기획예산과장,2022.09.26.11:56:26,카페위로한모금,국시비 보조율 제도개선 관련 업무추진,7,"64,000",신용카드,시책
95,공공시설 관리체계 담당 주무관,2022.09.26.12:00:45,노이어커피,공공시설 관리체계 구축 관련 업무추진,4,"13,500",신용카드,시책
96,기금 담당 주무관,2022.09.26.15:41:38,현대백화점 미아점,통합재정안정화기금 운용 관련 업무추진,6,"79,000",신용카드,시책
97,기획예산과장,2022.09.26.18:41:03,흑도담,대외재정 확보 관련 업무추진,15,"346,000",신용카드,시책
98,기획재정국장,2022.09.27.11:09:21,초밥좋은날,2023년 서울시비 확보 관련 업무추진,6,"89,000",신용카드,시책
99,세입담당 주무관,2022.09.27.12:00:16,카오산,2023년 일반조정교부금 세입추계 관련 업무추진,4,"61,000",신용카드,시책
100,통계담당 주무관,2022.09.27.12:10:48,언앨리셰프,공공데이터 플랫폼 운영 관련 업무추진,4,"30,300",제로페이,시책
101,예산 총괄 담당 주무관,2022.09.27.19:10:46,써브웨이,특별조정교부금 관련 업무추진,4,"34,100",신용카드,시책
102,기금 담당 주무관,2022.09.27.19:14:00,푸라닭,2023년 기금운용계획 수립 관련 업무추진,4,"33,400",신용카드,시책
103,기획재정국장,2022.09.27.19:44:21,돌김치삼겹살,구의회 정례회 결산 승인 관련 업무추진,8,"216,000",신용카드,기관
104,기획예산과장,2022.09.27.20:58:07,더하녹,서울시 특별조정교부금 확보 관련 업무추진,8,"111,000",신용카드,시책
105,기획예산과장,2022.09.28.11:56:44,성신초밥,과제별 성과평가 개선 관련 업무추진,4,"44,000",신용카드,시책
106,법제통계팀장,2022.09.28.12:02:39,도쿄커틀릿,구정인식조사 관련 업무추진,5,"45,000",제로페이,시책
107,과제관리 담당 주무관,2022.09.28.12:02:45,명동칼국수,주요과제 이행률 점검 관련 업무추진,3,"26,000",신용카드,시책
108,기획예산과장,2022.09.28.12:03:55,까쉬,과제별 성과평가 개선 관련 업무추진,4,"31,500",신용카드,시책
109,기획팀장,2022.09.28.12:16:43,비스트로펠리체,주요사업 및 민생 현장방문 관련 업무추진,5,"58,600",신용카드,시책
110,세입담당 주무관,2022.09.28.13:51:14,라라면가,일반조정교부금 관련 업무추진,3,"23,500",신용카드,시책
111,기획 담당 주무관,2022.09.28.15:08:19,CU,주요사업 및 민생 현장방문 관련 업무추진,3,"8,300",신용카드,시책
112,예산 총괄 담당 주무관,2022.09.28.18:59:10,비에스유통,2023년 본예산 편성 관련 업무추진,15,"332,740",신용카드,시책
113,예산팀장,2022.09.29.11:59:06,행복한밥상,특별조정교부금 관련 업무추진,5,"46,000",신용카드,시책
114,기획예산과장,2022.09.29.18:40:35,서브웨이,서울시 특별조정교부금 확보 관련 업무추진,6,"60,900",신용카드,시책
115,기획재정국장,2022.09.30.,경조사비,직원 경조사비,1,"50,000",현금,기관
116,예산팀장,2022.09.30.09:54:03,네이버파이낸셜,2023년 시비보조금 확보 관련 업무추진,15,"221,000",신용카드,시책
117,기획재정국장,2022.09.30.12:24:06,현참치,대외재정 확보 관련 업무추진,11,"320,000",신용카드,시책
118,예산팀장,2022.09.30.12:28:11,카르페디엠,2023년 지방보조금 편성 관련 업무추진,7,"19,900",제로페이,시책
119,재단 담당 주무관,2022.09.30.20:13:27,제주고깃집,재단 조직개편 관련 업무추진,12,"267,000",신용카드,시책
계,,,,,,"11,377,870",,
