2022-05-03,제주뜰갈치전문점,3,"44,000"
2022-05-04,콴차이,4,"37,000"
2022-05-04,어부네,3,"48,000"
2022-05-06,내고향식당,3,"52,000"
2022-05-06,아쉬트리(ASH TREE),3,"17,400"
2022-05-12,대원칼국수,4,"34,000"
2022-05-12,송쉐프 구의점,4,"65,000"
2022-05-12,고향집,4,"72,000"
2022-05-13,명태골,2,"12,000"
2022-05-13,광장동가온주식회사,6,"100,000"
2022-05-13,광진카페,6,"24,500"
2022-05-13,쿠마이누,2,"45,000"
2022-05-16,내고향식당,6,"144,000"
2022-05-16,신선,4,"134,000"
2022-05-17,(주) 수림정,5,"106,000"
2022-05-17,카페소유(CAFE SO. YO,5,"50,000"
2022-05-18,석기정,4,"44,000"
2022-05-18,(주)강가,6,"232,000"
2022-05-20,비커피(BCOFFEE),4,"17,550"
2022-05-20,문가네본가면옥,4,"39,000"
2022-05-20,광장동가온주식회사,3,"56,000"
2022-05-23,OWL(아울),4,"56,000"
2022-05-24,GS25천호리버점,5,"18,700"
2022-05-24,고공 구의점,6,"219,000"
2022-05-24,오늘.,4,"70,000"
2022-05-25,카페오로시,1,"50,000"
2022-05-25,파리바게뜨（광진구,1,"20,000"
2022-05-25,홍주방광진구의점,5,"53,500"
2022-05-27,고공 구의점,6,"104,000"
2022-05-30,스타벅스코리아,1,"20,000"
2022-05-30,세인트바츠,5,"21,000"
2022-05-22,코스트파이브커피,1,"30,000"
