2022-12-01,풍성식당,7,"63,000"
2022-12-02,북즌손만두자양점,5,"40,000"
2022-12-02,스타벅스코리아,5,"29,400"
2022-12-05,배가네논밭집,13,"116,000"
2022-12-05,굴다리 전주 콩나물,7,"63,000"
2022-12-06,일품대가삼계탕,7,"111,000"
2022-12-06,카페오로시,7,"23,000"
2022-12-07,질프로 질백식당 구,7,"63,000"
2022-12-07,순대실록구의점,3,"42,000"
2022-12-08,아쉬트리(ASH TREE),7,"100,000"
2022-12-08,고향집,8,"149,000"
2022-12-08,송화반점,6,"121,000"
2022-12-11,동대문엽기떡볶이  자,3,"30,500"
2022-12-12,구의동비어퀸앤스폐,15,"363,800"
2022-12-13,오돌이생삼겹,8,"200,000"
2022-12-13,콴자01,8,"225,000"
2022-12-13,사랑담은목은지찜찌,7,"63,000"
2022-12-13,비커피(BCOFFEE),7,"27,000"
2022-12-14,스타벅스코리아,1,"20,000"
2022-12-14,황태칼국수,6,"72,000"
2022-12-15,풍성식당,7,"63,000"
2022-12-15,오돌이생삼겹,8,"200,000"
2022-12-16,연지만을매운탕,3,"29,000"
2022-12-19,미가로스시,3,"60,000"
2022-12-20,고향집,3,"53,000"
2022-12-21,콩예원,5,"85,000"
2022-12-22,투썸플레이스  구의역,5,"34,000"
2022-12-22,뚜레쥬르 구의1동점,7,"53,400"
2022-12-22,’卜페오로시,6,"27,800"
2022-12-22,금별맥주구의점,5,"57,300"
2022-12-23,스타벅스코리아,8,"36,000"
2022-12-23,제주황금도야지,5,"63,000"
2022-12-23,투썸플레이스구의역,5,"24,500"
2022-12-26,황태칼국수,4,"36,000"
2022-12-26,순대실록구의점,5,"50,000"
2022-12-26,투썸플레이스구의역,5,"25,000"
2022-12-26,시L서느,3,"95,000"
2022-12-27,금문,3,"18,500"
2022-12-27,송쉐프구의점,6,"87,000"
2022-12-28,삼백집건대점,"부서원전제
(2개 부서)","320,000"
2022-12-28,미림,부서원 전제,"97,000"
2022-12-28,우리할애떡볶이 건대,부서원 전제,"59,500"
2022-12-28,이삭토스트 자양사거,부서원 전제,"160,000"
2022-12-28,칸틴,6,"64,000"
2022-12-29,카페오로시,4,"10,600"
2022-12-29,질프로 질백식당구,12,"219,400"
