2022-03-02,오봉,5,"100,000"
2022-03-03,경양식당,2,"31,000"
2022-03-04,풍성식당,6,"49,000"
2022-03-04,최고집 풍천장어,3,"42,000"
2022-03-07,배가네논밭집,4,"45,500"
2022-03-08,오봉,5,"81,800"
2022-03-08,뿅뿅주먹밥앤김밥,4,"40,000"
2022-03-10,플록(FLOC),6,"156,000"
2022-03-14,먹거리집,2,"15,000"
2022-03-14,북촌손만두자양점,5,"39,500"
2022-03-14,롯데쇼핑(주)스타시,3,"45,000"
2022-03-16,아쉬트리(ASH TREE),4,"56,600"
2022-03-16,제주뜰갈치전문점,2,"22,000"
2022-03-17,가현스시,4,"52,000"
2022-03-17,옛맛(안흥찐빵),2,"15,000"
2022-03-17,스시히로바미니광장,2,"40,000"
2022-03-18,아웃백스테이크 건대,5,"116,450"
2022-03-21,본죽앤비빔밥 구의점,6,"70,000"
2022-03-22,고흥순대국,4,"38,000"
2022-03-22,민정식당,4,"45,000"
2022-03-23,산쪼메(三丁目),4,"43,500"
2022-03-23,투썸플레이스 구의역,3,"14,500"
2022-03-24,오레노카츠,4,"43,000"
2022-03-25,명동칼국수,5,"50,000"
2022-03-25,고향집,6,"72,000"
2022-03-28,한모네순대국,3,"24,000"
2022-03-29,생태찌게전문,3,"36,000"
2022-03-29,투썸플레이스 구의역,4,"21,400"
2022-03-29,성수완당 구의점,4,"34,000"
2022-03-30,보승회관,4,"47,500"
2022-03-30,고치치,3,"25,000"
2022-03-31,오레노카츠,7,"77,500"
2022-03-31,제이제이카페,7,"27,400"
2022-03-31,송화반점,5,"120,000"
2022.03.23,써브웨이 광장점,1,"20,000"
2022.03.29,주식회사 가든한,1,"30,000"
