2022-04-01,삼백집건대점,8,"125,000"
2022-04-04,쭌,7,"62,300"
2022-04-04,신선설농탕 자양점,5,"63,000"
2022-04-05,스타벅스코리아,1,"20,000"
2022-04-06,싱싱할인마트,4,"22,400"
2022-04-06,광장동가온주식회사,4,"74,000"
2022-04-06,광진카페,5,"16,000"
2022-04-06,송쉐프 구의점,4,"128,000"
2022-04-06,스타벅스코리아,4,"18,800"
2022-04-06,스타벅스코리아,3,"37,100"
2022-04-07,거보주,2,"26,000"
2022-04-07,아이크스커피 THE GAR,2,"10,000"
2022-04-07,연변양꼬치,6,"140,000"
2022-04-08,카페오로시,3,"14,900"
2022-04-08,천향마라탕구의점,4,"56,300"
2022-04-08,민정식당,6,"89,000"
2022-04-11,어울림,3,"63,000"
2022-04-12,뿅뿅주먹밥앤김밥,4,"62,000"
2022-04-12,보승회관,4,"43,500"
2022-04-13,성수완당 구의점,4,"34,500"
2022-04-13,사랑담은묵은지찜찌,6,"59,000"
2022-04-14,투썸플레이스 구의역,6,"31,500"
2022-04-15,투썸플레이스 구의역,4,"31,000"
2022-04-15,양촌리생삼겹살,7,"201,000"
2022-04-18,보승회관,5,"42,500"
2022-04-18,에스프레소바시,5,"25,500"
2022-04-18,연변양꼬치,5,"105,000"
2022-04-18,스타벅스코리아,3,"19,500"
2022-04-19,(주)함흥면옥,3,"39,000"
2022-04-19,쥬씨건대후문점,3,"5,400"
2022-04-20,보승회관,4,"42,000"
2022-04-20,송화반점,4,"123,000"
2022-04-21,도치,6,"161,000"
2022-04-21,하모니마트(구의점),포장,"62,000"
2022-04-25,건대우동집,4,"30,500"
2022-04-25,스타벅스코리아,5,"24,000"
2022-04-26,스타벅스코리아,1,"20,000"
2022-04-26,내고향식당,5,"84,000"
2022-04-26,레스티오,2,"3,300"
2022-04-26,송화양꼬치,6,"209,000"
2022-04-26,주식회사매화에프앤,6,"31,000"
2022-04-27,파리바게뜨（광진구,1,"50,000"
2022-04-27,카페오로시,2,"50,000"
2022-04-28,성수완당 구의점,4,"56,500"
2022-04-28,송쉐프 구의점,5,"76,000"
2022-04-28,아쉬트리(ASH TREE),4,"73,100"
2022-04-29,미가로스시,3,"44,700"
2022-04-29,사랑담은묵은지찜찌,5,"45,000"
2022-04-19,함흥면옥㈜,4,"52,000"
2022-04-20,쭌,3,"43,600"
