2022-06-02,경양식당,4,"53,000"
2022-06-03,투썸플레이스 구의역,6,"30,800"
2022-06-03,대원칼국수,5,"52,500"
2022-06-03,세인트바츠,5,"25,000"
2022-06-07,삼백집건대점,5,"55,500"
2022-06-07,보승회관,7,"68,000"
2022-06-07,일송정,2,"40,000"
2022-06-08,최고집 풍천장어,4,"60,000"
2022-06-09,파리바게뜨（광진구,3,"29,000"
2022-06-09,스타벅스코리아,3,"16,500"
2022-06-10,오봉,4,"111,900"
2022-06-10,오돌이생삼겹,5,"50,000"
2022-06-13,송쉐프 구의점,3,"23,000"
2022-06-13,보승회관,5,"45,000"
2022-06-14,딱이야,4,"91,000"
2022-06-15,대원칼국수,2,"14,500"
2022-06-15,하모니마트(구의점),포장,"114,000"
2022-06-15,모두랑분식,4,"22,500"
2022-06-15,더스푼 77,5,"98,700"
2022-06-15,주민커피,5,"15,500"
2022-06-17,오돌이생삼겹,6,"91,000"
2022-06-17,의정부정통부대찌개,3,"28,000"
2022-06-20,팔당숯불갈비,10,"187,000"
2022-06-21,춘리(CHUN-LI),5,"60,300"
2022-06-22,카페오로시,1,"20,000"
2022-06-22,세인트바츠,1,"50,000"
2022-06-23,대한해물,3,"41,000"
2022-06-24,보승회관,4,"48,000"
2022-06-24,고공 구의점,5,"159,000"
2022-06-24,구의동비어퀸앤스폐,5,"98,700"
2022-06-27,송쉐프 구의점,6,"87,000"
2022-06-28,송쉐프 구의점,6,"76,000"
2022-06-28,내고향식당,4,"60,000"
2022-06-28,세인트바츠,4,"17,500"
2022-06-29,생태찌게전문,3,"83,000"
2022-06-30,고공 구의점,5,"70,000"
2022-06-24,아띠랑,1,"30,000"
