2022-10-04,비커피(BCOFFEE),1,"10,000"
2022-10-04,엄탕,4,"46,000"
2022-10-25,풍성식당,6,"98,000"
2022-10-26,비커피(BCOFFEE),1,"30,000"
2022-10-26,카페오로시,2,"70,000"
2022-10-04,세인트바츠,5,"20,300"
2022-10-04,하모니마트(구의점),포장,"66,640"
2022-10-05,오버더레인보우,12,"60,500"
2022-10-08,망향비빔국수,4,"34,000"
2022-10-08,천계월,3,"16,800"
2022-10-11,보승회관,6,"54,500"
2022-10-21,크레파스,5,"39,600"
2022-10-05,풍성식당,2,"18,000"
2022-10-05,원할머니보쌈,8,"88,000"
2022-10-07,민정식당,3,"38,000"
2022-10-12,금성약국,포장,"54,000"
2022-10-12,웃는돌참치,12,"735,000"
2022-10-12,비커피(BCOFFEE),12,"46,000"
2022-10-13,풍성식당,8,"80,000"
2022-10-13,웃는돌참치,5,"102,000"
2022-10-14,난바다스시,3,"60,300"
2022-10-17,북촌손만두자양점,6,"61,000"
2022-10-17,투썸플레이스 구의역,6,"36,400"
2022-10-20,하모니마트(구의점),포장,"147,000"
2022-10-21,삼백집건대점,8,"75,000"
2022-10-21,에스프레소바시,8,"42,020"
2022-10-22,계경순대국,3,"27,000"
2022-10-24,대원칼국수,6,"71,000"
2022-10-26,칠프로 칠백식당 구,4,"54,000"
2022-10-28,송쉐프 구의점,3,"32,000"
2022-10-28,풍성식당,8,"80,000"
2022-10-06,연지민물매운탕,3,"56,000"
2022-10-07,옛맛 서울불고기,10,"164,200"
2022-10-11,오버더레인보우,2,"7,800"
2022-10-12,오버더레인보우,2,"8,600"
2022-10-13,롯데쇼핑(주)스타시,3,"42,000"
2022-10-14,풍성식당,5,"45,000"
2022-10-17,깐깐한족발 구의역점,6,"157,000"
2022-10-18,등촌샤브칼국수,3,"54,000"
2022-10-20,일품대가삼계탕,3,"45,000"
2022-10-21,참토우,6,"156,000"
2022-10-27,하동우렁추어탕,6,"108,000"
2022-10-27,에스프레소바시,3,"14,400"
2022-10-27,광장동가온주식회사,8,"135,000"
2022-10-28,원할머니보쌈,5,"66,000"
2022-10-11,엄탕,,"27,000"
