2022-09-01,엄탕,2,"30,000"
2022-09-01,하모니마트(구의점),포장,"118,000"
2022-09-04,스타벅스코리아,3,"26,100"
2022-09-05,진곱창,4,"71,000"
2022-09-05,맷돌로만 자양점,5,"32,000"
2022-09-05,보승회관,7,"63,000"
2022-09-05,건대우동집,5,"23,100"
2022-09-06,OWL(아울),5,"54,000"
2022-09-06,던킨도너츠,포장,"67,100"
2022-09-07,송쉐프 구의점,5,"74,000"
2022-09-07,씨유(CU) 뉴광진구청,4,"17,500"
2022-09-08,엄탕,6,"73,000"
2022-09-08,카페오로시,9,"48,000"
2022-09-08,하모니마트(구의점),포장,"88,000"
2022-09-13,성수완당 구의점,3,"34,500"
2022-09-13,카페오로시,7,"45,500"
2022-09-14,OWL(아울),7,"66,000"
2022-09-14,투썸플레이스 구의역,7,"31,800"
2022-09-14,콴차이,7,"164,000"
2022-09-15,엄탕,5,"64,000"
2022-09-15,비커피(BCOFFEE),3,"11,250"
2022-09-15,전주가,3,"21,000"
2022-09-15,스타벅스코리아,3,"17,400"
2022-09-16,풍성식당,6,"100,000"
2022-09-17,송림식당,3,"20,000"
2022-09-17,스타벅스코리아,3,"12,900"
2022-09-19,오버더레인보우,3,"12,700"
2022-09-19,꼼박사,6,"140,000"
2022-09-20,의정부정통부대찌개,8,"95,000"
2022-09-20,풍성식당,6,"54,000"
2022-09-20,하모니마트(구의점),포장,"100,030"
2022-09-22,사랑담은묵은지찜찌,5,"54,000"
2022-09-22,송쉐프 구의점,7,"213,000"
2022-09-23,삼백집건대점,6,"56,000"
2022-09-24,메이탄 구의점,7,"148,000"
2022-09-27,고향집,2,"48,000"
2022-09-28,비커피(BCOFFEE),1,"20,000"
2022-09-28,써브웨이 구의점,1,"40,000"
2022-09-28,풍성식당,6,"80,000"
2022-09-28,대원칼국수,6,"55,000"
2022-09-28,투썸플레이스 구의역,6,"34,000"
2022-09-28,참토우,7,"160,000"
2022-09-29,여의도생고기자양점,6,"51,000"
2022-09-29,배가네논밭집,7,"194,000"
2022-09-30,배가네논밭집,5,"53,000"
2022-09-30,제주황금도야지,8,"73,000"
2022-09-30,비커피(BCOFFEE),8,"60,000"
2022-09-28,늑,1,"30,000"
2022-09-29,코스트파이브커피,1,"50,000"
