2022-02-07,웃는돌참치,5,"56,000"
2022-02-04,황태칼국수,5,"40,000"
2022-02-04,나나쓰,5,"16,000"
2022-02-08,스타벅스코리아,1,"20,000"
2022-02-09,신선설농탕 자양점,4,"41,000"
2022-02-09,카페오로시,4,"15,200"
2022-02-10,제주뜰갈치전문점,3,"36,000"
2022-02-11,삼백집건대점,4,"49,000"
2022-02-14,카페오로시,6,"27,300"
2022-02-14,박사아구찜전문,4,"48,000"
2022-02-15,풍성식당,6,"32,000"
2022-02-15,비커피(BCOFFEE),포장,"25,200"
2022-02-15,줄줄이김밥,포장,"39,600"
2022-02-16,송쉐프 구의점,2,"16,000"
2022-02-16,아쉬트리(ASH TREE),4,"51,600"
2022-02-16,본죽앤비빔밥 구의점,포장,"30,000"
2022-02-16,원루프플레이스 주식,6,"48,000"
2022-02-17,옛집,4,"56,000"
2022-02-17,고공 구의점,5,"90,000"
2022-02-18,카레시대,4,"30,000"
2022-02-18,704호,3,"18,500"
2022-02-21,고공 구의점,6,"90,000"
2022-02-23,파리바게뜨（광진구,1,"50,000"
2022-02-23,에스프레소바시,1,"20,000"
2022-02-23,본죽앤비빔밥 구의점,6,"58,000"
2022-02-24,동해수산,6,"186,000"
2022-02-24,스타벅스코리아,6,"18,000"
2022-02-24,멕시칼리(MEXICALI),5,"100,500"
2022-02-25,뿅뿅주먹밥앤김밥,4,"32,000"
2022-02-28,등촌칼국수,4,"45,000"
2022-02-28,콴차이,6,"85,000"
2022-02-23,컴포즈커피,1,"30,000"
