2022-07-01,델리치킨,3,"57,500"
2022-07-01,할매순대국자양점,5,"42,000"
2022-07-01,스타벅스코리아,12,"58,200"
2022-07-04,등촌샤브칼국수,4,"45,000"
2022-07-04,배가네논밭집,5,"47,000"
2022-07-05,산쪼메(三丁目),4,"66,500"
2022-07-05,비커피(BCOFFEE),3,"16,000"
2022-07-06,보승회관,3,"33,500"
2022-07-07,스타벅스코리아,1,"20,000"
2022-07-08,삼백집건대점,3,"48,000"
2022-07-11,동적깡통구이,4,"50,000"
2022-07-13,시래마을,5,"144,000"
2022-07-13,팔당숯불갈비,6,"192,000"
2022-07-14,생태찌게전문,6,"121,000"
2022-07-14,비커피(BCOFFEE),6,"19,800"
2022-07-15,미가담,2,"18,000"
2022-07-15,산체스커피 건대점,3,"15,600"
2022-07-18,양평해장국,3,"25,000"
2022-07-18,보승회관,5,"56,000"
2022-07-18,던킨도너츠,4,"12,700"
2022-07-18,동적깡통구이,4,"82,000"
2022-07-19,하모니마트(구의점),포장,"95,000"
2022-07-19,천미향,3,"38,000"
2022-07-20,스타벅스코리아,포장,"52,000"
2022-07-21,내고향식당,5,"90,000"
2022-07-21,델리치킨,5,"75,500"
2022-07-22,송쉐프 구의점,5,"84,000"
2022-07-25,오돌이생삼겹,6,"100,000"
2022-07-25,오봉,6,"130,000"
2022-07-25,홍콩반점(구의역점),6,"58,000"
2022-07-25,송쉐프 구의점,5,"58,000"
2022-07-26,(주)후니드 SKB남산,3,"8,900"
2022-07-27,고공 구의점,6,"198,000"
2022-07-28,파리바게뜨（광진구,1,"20,000"
2022-07-28,카페오로시,1,"50,000"
2022-07-28,오봉,5,"103,000"
2022-07-28,최고집 풍천장어,5,"92,000"
2022-07-28,디저트39 구의점,5,"11,600"
2022-07-29,선인장두부,8,"174,000"
